LeadSourceGroup,ZipCode,LoanPurpose,LoanType,TotalLoanAmount,CreditScore,CLTV,DTI,BorrowerAge,BorrowerOwnRent,Approved,TotalIncome,Education
Internet,78,Refinance,Conventional                                      ,225000.0,770,68.18,25.0,59,Own,0,8540.0,UnderGrad
Other,Other,Refinance,Conventional                                      ,155000.0,801,25.2,23.0,60,Own,1,18731.2,UnderGrad
Radio,76,Refinance,Conventional                                      ,130000.0,729,49.05,41.0,49,Own,1,10607.14,UnderGrad
TV,75,Refinance,Conventional                                      ,179000.0,717,41.14,19.0,73,Own,1,22369.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,154000.0,626,70.0,48.0,58,Own,1,4333.33,UnderGrad
Internet,77,Refinance,Conventional                                      ,100000.0,782,56.17,44.0,80,Own,1,2932.0,PostGrad
Internet,76,Refinance,Conventional                                      ,224889.0,641,59.97,45.0,37,Own,1,7042.79,UnderGrad
Internet,76,Refinance,Conventional                                      ,169235.0,681,62.67,36.0,64,Own,0,4000.0,UnderGrad
Other,75,Refinance,Conventional                                      ,389000.0,782,70.72,30.0,40,Own,1,14166.66,Higher School
Radio,76,Refinance,Conventional                                      ,240000.0,807,80.0,24.0,52,Own,0,10000.0,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,510400.0,770,73.43,106.0,40,Own,0,4888.95,PostGrad
Internet,76,Refinance,Conventional                                      ,317000.0,707,90.57,40.0,28,Own,0,7889.59,UnderGrad
Internet,77,Refinance,Conventional                                      ,152500.0,691,64.89,14.0,44,Own,1,15158.02,UnderGrad
Radio,76,Refinance,Conventional                                      ,195000.0,678,65.0,31.0,54,Own,1,20833.33,PHD
Internet,Other,Refinance,Conventional                                      ,348000.0,715,80.0,41.0,32,Own,1,9530.78,UnderGrad
Radio,76,Refinance,Conventional                                      ,357000.0,801,71.4,21.0,44,Own,0,11946.05,UnderGrad
Radio,76,Refinance,Conventional                                      ,291530.0,783,79.22,40.0,41,Own,1,8045.81,UnderGrad
Internet,75,Refinance,FHA                                               ,230743.0,627,96.5,62.0,34,Own,0,8474.0,UnderGrad
Other,77,Refinance,Conventional                                      ,150000.0,716,66.66,42.0,70,Own,1,8748.2,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,454000.0,778,78.95,27.0,46,Own,1,17121.0,Higher School
TV,77,Refinance,Conventional                                      ,75000.0,691,42.85,29.0,65,Own,0,3333.33,UnderGrad
Internet,78,Refinance,Conventional                                      ,510000.0,785,62.73,43.0,46,Own,1,8824.48,UnderGrad
Internet,78,Refinance,Conventional                                      ,339800.0,744,64.72,39.0,57,Own,1,15468.3,UnderGrad
Internet,77,Refinance,Conventional                                      ,149600.0,678,58.21,54.0,38,Own,1,4268.97,UnderGrad
Internet,75,Refinance,Conventional                                      ,172500.0,655,71.28,45.0,58,Own,1,9100.84,UnderGrad
TV,75,Refinance,Conventional                                      ,483500.0,756,64.89,36.0,46,Own,1,17500.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,81630.0,651,40.81,18.0,42,Own,0,8517.16,Higher School
Repeat Client,75,Refinance,Conventional                                      ,264225.0,742,37.11,23.0,53,Own,1,15416.66,UnderGrad
TV,76,Refinance,Conventional                                      ,500000.0,781,68.96,37.0,48,Own,1,11741.46,UnderGrad
Internet,75,Refinance,Conventional                                      ,171000.0,640,75.0,32.0,43,Own,1,15696.66,UnderGrad
Other,77,Refinance,Conventional                                      ,378500.0,754,79.68,36.0,42,Own,1,9224.8,UnderGrad
TV,76,Refinance,Conventional                                      ,194000.0,647,77.91,25.0,60,Rent,1,7194.02,UnderGrad
Internet,75,Refinance,Conventional                                      ,122750.0,809,47.21,23.0,53,Own,1,4525.12,UnderGrad
Internet,77,Refinance,Conventional                                      ,218750.0,796,86.97,16.0,31,Own,1,16518.0,PostGrad
Internet,76,Refinance,Conventional                                      ,103500.0,794,90.0,43.0,36,Own,1,4106.27,UnderGrad
Internet,76,Refinance,Conventional                                      ,162000.0,694,67.5,49.0,54,Own,1,7478.89,UnderGrad
Internet,76,Refinance,Conventional                                      ,248250.0,779,75.0,28.0,54,Own,0,18750.0,PostGrad
TV,77,Refinance,Conventional                                      ,276800.0,785,64.37,46.0,43,Own,1,9417.66,UnderGrad
Internet,77,Refinance,Conventional                                      ,240000.0,680,96.0,42.0,48,Own,1,6651.0,UnderGrad
Internet,78,Refinance,Conventional                                      ,194517.0,652,66.38,42.0,55,Own,1,5333.33,PostGrad
Radio,76,Refinance,Conventional                                      ,138000.0,668,67.31,19.0,50,Own,1,10570.009999999998,PostGrad
Radio,75,Refinance,Conventional                                      ,102000.0,645,14.95,44.0,55,Own,1,5000.0,UnderGrad
Other,75,Refinance,Conventional                                      ,260000.0,773,78.78,31.0,38,Own,0,10000.0,UnderGrad
Radio,75,Refinance,Conventional                                      ,278500.0,757,55.7,23.0,59,Own,1,17263.44,UnderGrad
TV,76,Refinance,Conventional                                      ,111000.0,620,54.95,41.0,43,Own,1,4192.93,UnderGrad
Repeat Client,Other,Refinance,Conventional                                      ,286207.0,794,90.85,33.0,42,Own,1,7333.34,UnderGrad
TV,75,Refinance,Conventional                                      ,122500.0,622,70.0,46.0,61,Own,1,4716.08,UnderGrad
Other,75,Refinance,Conventional                                      ,218500.0,768,95.0,33.0,66,Own,1,5691.67,UnderGrad
Radio,76,Refinance,Conventional                                      ,364500.0,645,90.0,38.0,33,Own,1,10471.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,95000.0,809,43.18,18.0,64,Own,0,8630.0,UnderGrad
Internet,78,Refinance,Conventional                                      ,254150.0,779,77.01,45.0,52,Own,0,6135.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,266800.0,805,78.47,34.0,39,Own,1,6066.67,UnderGrad
Other,78,Refinance,Conventional                                      ,232000.0,807,55.9,24.0,42,Own,1,11250.0,PostGrad
Other,77,Refinance,Conventional                                      ,200000.0,800,65.57,28.0,49,Own,1,14366.86,UnderGrad
Internet,77,Refinance,Conventional                                      ,395000.0,789,91.01,42.0,47,Own,1,8921.77,Higher School
TV,77,Refinance,Conventional                                      ,180000.0,801,71.42,32.0,72,Own,0,5695.89,UnderGrad
Radio,76,Refinance,Conventional                                      ,222235.0,801,53.29,12.0,46,Own,1,21381.29,Higher School
Repeat Client,75,Refinance,Conventional                                      ,145000.0,751,65.61,34.0,47,Own,0,10445.720000000001,UnderGrad
TV,77,Refinance,Conventional                                      ,170000.0,783,18.88,12.0,59,Own,0,29355.33,UnderGrad
Other,Other,Refinance,Conventional                                      ,351920.0,801,80.0,22.0,50,Own,1,19798.25,PostGrad
Repeat Client,76,Refinance,Conventional                                      ,480000.0,724,76.8,49.0,61,Own,1,21239.0,UnderGrad
Radio,76,Refinance,Conventional                                      ,360600.0,727,79.95,39.0,50,Own,0,13749.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,179150.0,794,49.76,23.0,39,Own,1,6500.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,187790.0,808,35.43,20.0,67,Own,1,12500.8,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,180000.0,778,60.0,32.0,64,Own,0,6583.33,UnderGrad
Other,75,Refinance,Conventional                                      ,163095.0,773,79.55,32.0,25,Own,1,5151.47,UnderGrad
Radio,77,Refinance,Conventional                                      ,299000.0,787,78.89,36.0,51,Own,0,7500.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,257000.0,807,75.58,34.0,46,Own,1,12084.75,Higher School
Internet,78,Refinance,Conventional                                      ,160692.0,738,53.56,16.0,58,Own,0,11083.0,UnderGrad
Radio,75,Refinance,Conventional                                      ,300000.0,811,69.76,19.0,49,Own,1,10822.0,UnderGrad
Internet,78,Refinance,Conventional                                      ,216000.0,709,80.0,42.0,33,Own,1,11568.46,UnderGrad
Internet,76,Refinance,FHA                                               ,349936.0,606,96.49,40.0,52,Rent,1,10988.26,UnderGrad
Internet,75,Refinance,Conventional                                      ,456000.0,791,80.0,22.0,38,Own,1,14366.66,PostGrad
Internet,75,Refinance,Conventional                                      ,126000.0,792,70.0,29.0,67,Own,1,4457.7,UnderGrad
TV,77,Refinance,Conventional                                      ,120000.0,770,53.33,21.0,55,Own,0,17500.0,Higher School
Other,76,Refinance,Conventional                                      ,431300.0,790,79.13,38.0,57,Own,1,18916.66,UnderGrad
TV,77,Refinance,Conventional                                      ,90000.0,670,37.97,41.0,61,Own,0,6161.17,Higher School
TV,75,Refinance,Conventional                                      ,104500.0,726,40.66,39.0,50,Own,1,955.0,UnderGrad
Radio,77,Refinance,Conventional                                      ,157100.0,736,68.3,14.0,53,Own,1,13389.36,UnderGrad
Internet,75,Refinance,Conventional                                      ,164000.0,721,67.76,21.0,61,Own,1,14565.7,UnderGrad
Internet,77,Refinance,Conventional                                      ,464000.0,757,86.72,34.0,50,Own,0,17583.0,PostGrad
Repeat Client,75,Refinance,Conventional                                      ,259800.0,726,39.36,35.0,40,Own,0,13000.0,UnderGrad
Internet,76,Refinance,VA                                                ,425462.0,801,90.0,32.0,50,Own,1,19881.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,385000.0,774,77.0,29.0,52,Own,0,20000.0,PHD
Internet,77,Refinance,Conventional                                      ,192000.0,747,80.0,42.0,32,Own,0,6250.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,310347.0,785,75.69,25.0,32,Own,1,10000.0,Higher School
Internet,77,Refinance,Conventional                                      ,200600.0,755,47.2,38.0,44,Own,0,8492.73,UnderGrad
Internet,75,Refinance,Conventional                                      ,145600.0,764,80.0,27.0,50,Own,1,8731.67,UnderGrad
TV,75,Refinance,Conventional                                      ,325000.0,746,73.86,30.0,37,Own,1,10461.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,270000.0,665,74.58,20.0,47,Own,0,9500.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,480000.0,772,80.0,33.0,45,Own,1,15000.01,UnderGrad
Radio,76,Refinance,Conventional                                      ,220000.0,693,80.0,42.0,38,Own,1,7298.38,Higher School
Internet,75,Refinance,Conventional                                      ,100000.0,778,70.42,18.0,26,Rent,1,6166.67,UnderGrad
Radio,75,Refinance,Conventional                                      ,269660.0,791,77.93,14.0,47,Own,1,18520.84,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,205000.0,669,66.12,47.0,51,Own,0,5903.72,Higher School
TV,75,Refinance,Conventional                                      ,165000.0,661,48.96,25.0,46,Own,1,6600.04,Higher School
Internet,76,Refinance,Conventional                                      ,324000.0,714,80.0,53.0,39,Own,1,11623.0,UnderGrad
Radio,75,Refinance,VA                                                ,359900.0,704,89.97,,50,Own,1,0.0,UnderGrad
TV,76,Refinance,Conventional                                      ,146000.0,706,69.52,33.0,53,Own,1,4732.68,UnderGrad
Internet,77,Refinance,Conventional                                      ,292000.0,738,80.0,42.0,46,Own,1,13333.33,PostGrad
Other,76,Refinance,Conventional                                      ,236500.0,685,70.59,22.0,38,Own,0,15333.0,UnderGrad
Radio,76,Refinance,Conventional                                      ,260000.0,779,80.0,24.0,49,Own,1,15024.84,UnderGrad
Internet,77,Refinance,Conventional                                      ,202350.0,792,79.35,21.0,38,Own,1,10166.0,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,241408.0,782,69.57,31.0,37,Own,1,25586.63,Higher School
Radio,76,Refinance,FHA                                               ,294016.0,684,93.81,51.0,38,Own,1,6800.02,UnderGrad
Internet,75,Refinance,Conventional                                      ,100000.0,739,44.44,58.0,66,Own,0,1992.0,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,280000.0,622,70.0,36.0,45,Own,0,9263.99,Higher School
