LeadID,DateAdded,LeadSourceGroup,LoanOfficer,Group,ZipCode,LoanNumber,ApprovalDate,BranchCode,LoanPurpose,LoanType,TotalLoanAmount,CreditScore,CLTV,DTI,BorrowerAge,BorrowerYearsInSchool,BorrowerTotalMonthlyIncome,BorrowerOwnRent,BorrowerCity,BorrowerState,IsCoBorrowerower,CoBorrowerYearsInSchool,CoBorrowerAge,CoBorrowerTotalMonthlyIncome
586322,10/8/2020 17:32,Internet,"Flores, Lupe",Refinance Team - 4101,78633,41012021949,,4101,Refinance Cash-out                                ,Conventional                                      ,370000,704,61.66,44,70,14,2538.5,Own,Georgetown,TX,TRUE,14,54,5890.5
586349,10/8/2020 18:52,Internet,"Reynolds, Gavin",Refinance Team - 4101,33772,41012021577,12/1/2020,4101,Refinance Cash-out                                ,Conventional                                      ,250000,787,62.5,42,55,16,12982.06,Own,Seminole,FL,TRUE,16,53,0
586403,10/9/2020 8:09,Self Sourced,"Reed, Shawn",Purchase Team - 4105,76182,41052020929,11/12/2020,4105,Purchase                                          ,Conventional                                      ,175000,781,59.32,38,80,14,1955.6,Own,North Richland Hills,TX,TRUE,14,79,5237.65
586404,10/9/2020 8:15,Self Sourced,"Knight, Ken",Purchase Team - 4105,75080,41052021204,11/28/2020,4105,Refinance                                         ,Conventional                                      ,246376,809,87.99,44,47,16,4680.91,Own,RIchardson,TX,TRUE,0,0,0
586408,10/9/2020 8:37,Repeat Client,"Vander Plaats, Brian",Refinance Team - 4102,76137,41022021016,11/21/2020,4102,Refinance Cash-out                                ,Conventional                                      ,130000,690,61.9,44,50,16,5157.12,Own,Fort Worth,TX,TRUE,0,0,0
586409,10/9/2020 8:41,Repeat Client,"Vander Plaats, Brian",Refinance Team - 4102,76123,41022021214,,4102,Refinance                                         ,Conventional                                      ,188700,685,71.2,31,56,16,14000,Own,Fort Worth,TX,TRUE,0,0,0
586411,10/9/2020 9:21,TV,"Flores, Lupe",Refinance Team - 4101,76116,41012021452,,4101,Refinance                                         ,Conventional                                      ,418000,783,95,16,33,16,21000,Own,Fort Worth,TX,TRUE,16,31,0
586413,10/9/2020 9:27,Internet,"Lowe, Scott",Refinance Team - 4101,75034,41012021446,11/25/2020,4101,Refinance Cash-out                                ,Conventional                                      ,510400,776,19.63,43,60,18,9020.02,Own,Frisco,TX,TRUE,18,54,9175.19
586422,10/9/2020 10:02,Internet,"Weber, Dee",Refinance Team - 4101,75040,41012021447,,4101,Refinance Cash-out                                ,Conventional                                      ,150000,715,64.65,44,48,14,6666.67,Own,Garland,TX,TRUE,12,49,2333.33
586430,10/9/2020 10:21,Internet,"Todd, Michael",Refinance Team - 4101,77379,41012021978,,4101,Refinance Cash-out                                ,Conventional                                      ,210000,622,51.21,68,56,14,4800.17,Own,Spring,TX,TRUE,0,0,0
586431,10/9/2020 10:23,Internet,"Todd, Michael",Refinance Team - 4101,77379,41012021827,12/3/2020,4101,Refinance                                         ,Conventional                                      ,250000,668,77.16,34,40,13,7750,Own,Spring,TX,TRUE,0,0,0
586436,10/9/2020 10:37,TV,"Fargnoli, Sheila",Purchase Team - 4105,76247,41052021616,12/7/2020,4105,Purchase                                          ,Conventional                                      ,510000,728,89.84,32,52,16,31580.76,Own,Keller,TX,TRUE,0,0,0
586444,10/9/2020 10:54,Radio,"Mishou, Stephanie",Refinance Team - 4101,76016,41012021473,11/22/2020,4101,Refinance                                         ,Conventional                                      ,302770,771,89.05,49,32,18,8555,Own,Arlington,TX,TRUE,18,32,4860
586445,10/9/2020 10:57,Internet,"Giles, John",Refinance Team - 4102,76028,41022021738,12/2/2020,4102,Refinance                                         ,Conventional                                      ,215415,805,69.48,29,37,16,12042.08,Own,Burleson,TX,TRUE,16,34,0
586451,10/9/2020 11:19,Internet,"Flores, Lupe",Refinance Team - 4101,76248,41012021106,11/28/2020,4101,Refinance                                         ,Conventional                                      ,139000,767,46.33,29,31,16,6224,Own,Keller,TX,TRUE,16,31,0
582203,9/22/2020 11:41,Internet,"Mishou, Stephanie",Refinance Team - 4101,77578,41012020403,11/15/2020,4101,Refinance                                         ,Conventional                                      ,188000,773,67.14,25,61,12,5416,Own,Manvel,TX,TRUE,12,72,2597
582219,9/22/2020 12:28,Internet,"Cobb, William",Purchase Team - 4105,77406,41052020057,11/10/2020,4105,Refinance                                         ,Conventional                                      ,223856,760,53.29,20,63,16,10379.2,Own,Richmond,TX,TRUE,16,76,0
582221,9/22/2020 12:35,Internet,"Knight, Ken",Purchase Team - 4105,75052,41052020022,10/15/2020,4105,Purchase                                          ,FHA                                               ,137464,709,96.5,38,33,12,3073.2,Rent,Arlington,TX,TRUE,0,0,0
582226,9/22/2020 12:52,TV,"Ladner, James",Refinance Team - 4103,78753,41032020215,10/30/2020,4103,Refinance Cash-out                                ,Conventional                                      ,90000,772,37.03,36,71,14,7507.73,Own,Austin,TX,TRUE,0,0,0
582242,9/22/2020 13:23,Radio,"Narmour, Derrick",Refinance Team - 4103,75220,41032020317,,4103,Refinance Cash-out                                ,Conventional                                      ,412500,663,75,40,39,19,13332,Own,Dallas,TX,TRUE,0,0,0
582264,9/22/2020 14:11,Internet,"Narmour, Derrick",Refinance Team - 4103,76227,41032024676,,4103,VA IRRRL                                          ,VA                                                ,325730,706,79.44,,34,16,0,Own,Aubrey,TX,TRUE,12,38,0
582269,9/22/2020 14:31,TV,"Reynolds, Gavin",Refinance Team - 4101,75060,41012023562,,4101,Refinance Cash-out                                ,Conventional                                      ,130500,717,54.37,63,63,12,3259.33,Own,Irving,TX,TRUE,12,58,0
582276,9/22/2020 14:50,Self Sourced,"Ancell, Susan",Purchase Team - 4105,76262,41052019717,10/6/2020,4105,Purchase                                          ,Conventional                                      ,463200,812,80,28,42,14,2647.13,Own,Roanoke,TX,TRUE,14,42,10333.34
582284,9/22/2020 15:01,Self Sourced,"Swaney, Daniel",Purchase Team - 4105,75070,41052018705,10/29/2020,4105,Refinance Cash-out                                ,Conventional                                      ,135000,810,62.79,26,41,18,18704,Own,McKinney,TX,TRUE,0,0,0
582286,9/22/2020 15:06,Internet,"Flores, Lupe",Refinance Team - 4101,75077,41012020052,10/30/2020,4101,Refinance                                         ,Conventional                                      ,248622,722,84.27,32,39,16,5000,Own,Lewisville,TX,TRUE,16,38,9271.52
582289,9/22/2020 15:10,Self Sourced,"Knight, Ken",Purchase Team - 4105,75238,41052019461,11/6/2020,4105,Purchase                                          ,FHA                                               ,387845,663,96.5,51,34,16,4467,Rent,Fort Worth,TX,TRUE,16,27,4467
582296,9/22/2020 15:35,Internet,"Todd, Michael",Refinance Team - 4101,76063,41012020085,11/18/2020,4101,Refinance                                         ,Conventional                                      ,358430,804,86.36,23,39,18,9167,Own,Mansfield,TX,TRUE,18,36,7967
582297,9/22/2020 15:37,Self Sourced,"Ladner, James",Refinance Team - 4103,77355,41032020037,11/16/2020,4103,Refinance                                         ,Conventional                                      ,358200,760,69.62,19,34,18,15167.37,Own,Magnolia,TX,TRUE,16,35,0
582319,9/22/2020 16:32,Internet,"Weber, Dee",Refinance Team - 4101,75013,41012020096,11/25/2020,4101,Refinance                                         ,Conventional                                      ,300000,823,71.42,15,60,16,14144.92,Own,Allen,TX,TRUE,16,59,0
582324,9/22/2020 16:43,Internet,"Todd, Michael",Refinance Team - 4101,76051,41012020226,,4101,Refinance                                         ,Conventional                                      ,152000,795,48.56,14,68,16,11367.06,Own,Grapevine,TX,TRUE,0,0,0
583838,9/29/2020 10:08,Internet,"Milburn, Joe",Purchase Team - 4105,75227,41052020637,11/12/2020,4105,Purchase                                          ,FHA                                               ,281593,690,90,23,45,16,9166.68,Rent,Richardson,TX,TRUE,14,45,1220.11
583844,9/29/2020 10:17,Internet,"Messer, Paul",Refinance Team - 4103,78006,41032020566,12/8/2020,4103,Refinance                                         ,Conventional                                      ,277600,763,80,47,66,16,6590.37,Own,Boerne,TX,TRUE,0,0,0
583852,9/29/2020 10:36,Internet,"Narmour, Derrick",Refinance Team - 4103,76028,41032020652,12/24/2020,4103,Refinance Cash-out                                ,Conventional                                      ,300000,722,80,44,40,14,5312,Own,Burleson,TX,TRUE,0,0,0
583865,9/29/2020 11:04,Self Sourced,"Todd, Michael",Refinance Team - 4101,,41012020445,11/5/2020,4101,Refinance                                         ,Conventional                                      ,211428,780,67.03,11,49,12,17052.22,Own,Plano,TX,TRUE,0,0,0
583869,9/29/2020 11:11,Internet,"Barlow, Michael",Refinance Team - 4103,,41032020819,,4103,Refinance                                         ,Conventional                                      ,169000,766,70.12,47,54,18,3141.57,Own,Richmond,TX,TRUE,0,0,0
583870,9/29/2020 11:12,Internet,"Johnson, Chris",Refinance Team - 4102,76266,41022020433,11/23/2020,4102,Refinance Cash-out                                ,Conventional                                      ,247500,719,75,39,63,20,7438,Own,Sanger,TX,TRUE,0,0,0
583871,9/29/2020 11:14,Internet,"Barlow, Michael",Refinance Team - 4103,76448,41032019853,12/22/2020,4103,Refinance Cash-out                                ,Conventional                                      ,260000,758,79.63,37,50,12,7083,Own,Eastland,TX,TRUE,16,54,3547
583873,9/29/2020 11:18,Repeat Client,"Frank, Michael",Refinance Team - 4103,76208,41032020375,11/4/2020,4103,Refinance                                         ,Conventional                                      ,334230,801,77.72,34,54,13,12458.47,Own,Denton,TX,TRUE,0,0,0
583880,9/29/2020 11:25,Internet,"Matthews, Patrick",Refinance Team - 4103,78723,41032022391,,4103,Refinance                                         ,Conventional                                      ,280000,797,70,41,57,16,4111,Own,Austin,TX,TRUE,0,0,0
583884,9/29/2020 11:33,Repeat Client,"Milburn, Joe",Purchase Team - 4105,75218,41052020459,12/21/2020,4105,Refinance                                         ,Conventional                                      ,207000,777,47.04,21,59,16,4506.67,Own,Dallas,TX,TRUE,18,57,6250.4
583899,9/29/2020 12:22,TV,"Johnson, Adrienne",Refinance Team - 4103,77532,41032020588,12/1/2020,4103,Refinance Cash-out                                ,Conventional                                      ,180000,675,75,31,50,16,7829.16,Own,Crosby,TX,TRUE,13,52,6506.93
583907,9/29/2020 12:38,Repeat Client,"Trejo, Delfino",Refinance Team - 4103,75098,41032020688,11/5/2020,4103,Refinance                                         ,Conventional                                      ,263000,795,59.1,20,52,18,10609,Own,St Paul,TX,TRUE,18,51,5066.63
583919,9/29/2020 12:59,Repeat Client,"Trejo, Delfino",Refinance Team - 4103,76180,41032020612,11/20/2020,4103,Refinance Cash-out                                ,Conventional                                      ,285000,783,73.07,41,61,12,6342,Own,North Richland Hills,TX,TRUE,0,0,0
583920,9/29/2020 13:10,Radio,"Benitez, Bryan",Refinance Team - 4102,75078,41022020600,12/10/2020,4102,Refinance Cash-out                                ,Conventional                                      ,479000,710,77.25,34,50,18,11518,Own,Prosper,TX,TRUE,12,40,0
583924,9/29/2020 13:20,Internet,"Reynolds, Gavin",Refinance Team - 4101,77433,41012020912,12/3/2020,4101,Refinance                                         ,Conventional                                      ,269682,693,79.08,44,44,18,6020.64,Own,Cypress,TX,TRUE,0,0,0
582326,9/22/2020 16:45,Referral,"Reynolds, Gavin",Refinance Team - 4101,75007,41012020604,11/19/2020,4101,Refinance Cash-out                                ,Conventional                                      ,75000,778,18.79,37,67,14,2764.82,Own,Carrollton,TX,TRUE,0,0,0
582333,9/22/2020 16:53,Internet,"Barlow, Michael",Refinance Team - 4103,76244,41032020313,11/11/2020,4103,Refinance Cash-out                                ,Conventional                                      ,258000,796,78.18,26,49,16,4180.68,Own,Fort Worth,TX,TRUE,16,45,9979.58
582343,9/22/2020 17:12,Radio,"Knight, Ken",Purchase Team - 4105,75022,41052020091,10/15/2020,4105,Purchase                                          ,Conventional                                      ,444000,686,80,44,56,16,11419.12,Own,Flower Mound,TX,TRUE,14,54,523
582366,9/22/2020 18:22,TV,"Trejo, Delfino",Refinance Team - 4103,75048,41032020146,12/18/2020,4103,Refinance                                         ,Conventional                                      ,275000,788,71.05,22,46,16,10167,Own,Sachse,TX,TRUE,16,44,5108.93
582374,9/22/2020 18:54,Internet,"Messer, Paul",Refinance Team - 4103,75126,41032020097,12/1/2020,4103,VA IRRRL                                          ,VA                                                ,368255,714,97.85,,47,18,0,Own,Forney,TX,TRUE,0,0,0
582377,9/22/2020 19:28,Internet,"Johnson, Adrienne",Refinance Team - 4103,75050,41032020271,11/10/2020,4103,Refinance Cash-out                                ,Conventional                                      ,172000,701,53.75,17,50,16,2583,Own,Grand Prairie,TX,TRUE,16,51,11812
582381,9/22/2020 19:41,Internet,"Fargnoli, Sheila",Purchase Team - 4105,78730,41052020367,10/22/2020,4105,Purchase                                          ,Conventional                                      ,510000,710,67.54,29,57,18,62363.8,Rent,Austin,TX,TRUE,0,0,0
582383,9/22/2020 19:51,Repeat Client,"Loar, Peggy",Reverse Team - 4340,75074,41022015454,8/30/2020,4102,Refinance Cash-out                                ,Conventional                                      ,130000,702,59.09,41,46,12,5123.41,Own,Allen,TX,TRUE,0,0,0
